verdict,text,part
עפ_5761-05,כבוד השופט א' א' לוי,בפני:
עפ_5761-05,כבוד השופטת מ' נאור,בפני:
עפ_5761-05,כבוד השופט א' רובינשטיין,בפני:
עפ_5761-05,2. רינה ודניאל היקרי,מדינת ישראל
עפ_5761-05,ערעור על גזר דינו של בית המשפט המחוזי בתל אביב-יפו,מדינת ישראל
עפ_5761-05,"תיק  HYPERLINK ""http://www.nevo.co.il/case/6031890"" פ""ח 1002/05 שניתן ביום 24.5.05 על-ידי כבוד",מדינת ישראל
עפ_5761-05,"השופטים: ש' טימן (אב""ד), ת' שפירא, ש' ברוש",מדינת ישראל
עפ_5761-05,"עו""ד דב ישי גלילי; עו""ד בעז עמיר",בשם המשיבים 2:
עפ_5761-05,"לגזה""ד במחוזי (24.5.05): (ת""א) 1002/05 מדינת ישראל נ' וחידי מג'דלאוי, ש' טימן, ת' שפירא, ש' ברוש",בשם המשיבים 2:
עפ_5761-05,"כתבי-טענות: תגובת משפחת היקרי לכתב הערעור של המערער, עו""ד ישי דב גלילי",בשם המשיבים 2:
עפ_5761-05,"אסנת אלירם, ""פיצויים לקרבן העבירה -"", מחקרי משפט, כרך יט (תשס""ב-תשס""ג) 205",בשם המשיבים 2:
עפ_5761-05,משה שלגי וצבי כהן   סדר דין הפלילי,ספרות:
עפ_5761-05,"HYPERLINK ""http://www.nevo.co.il/safrut/bookgroup/2344"" יעקב קדמי   על סדר הדין בפלילים - חלק ראשון - הליכים שלפני משפ",ספרות:
